molecule_chembl_id,canonical_smiles,standard_value
CHEMBL4443848,CCc1cccc(NC(=O)CN2CCN(c3ccc(Cl)cn3)CC2)c1,46795.0
CHEMBL4592753,O=C(CN1CCN(c2ccccn2)CC1)Nc1cccnc1,100000.0
CHEMBL4591118,O=C(CN1CCN(c2ccc(Cl)cn2)CC1)Nc1cccnc1,86617.0
CHEMBL4453069,O=C(CN1CCN(c2ccccn2)CC1)Nc1cncnc1,94255.0
CHEMBL4456754,O=C(CN1CCN(c2ccc(Cl)cn2)CC1)Nc1cncnc1,72516.0
CHEMBL375596,Cc1cccc(NC(=O)CN2CCC(c3ccccn3)CC2)c1,5846.0
CHEMBL216393,Cc1cccc(NC(=O)CN2CCC(c3ccccc3)CC2)c1,7692.0
CHEMBL4473792,Cc1ccc(C2CCN(CC(=O)Nc3cccc(C)c3)CC2)cc1,89153.0
CHEMBL4436479,Cc1cccc(NC(=O)CN2CCC(c3ccc(Cl)cc3)CC2)c1,100000.0
CHEMBL4587925,Cc1ccc(C2CCN(CC(=O)Nc3cccc(C)c3)CC2)nc1,100000.0
CHEMBL4448320,Cc1cccc(NC(=O)CN2CCN(c3ccccn3)CC2)c1,16010.0
CHEMBL4443054,Cc1cccc(NC(=O)CN2CCN(c3ncccn3)CC2)c1,25008.0
CHEMBL4572245,Cc1cccc(NC(=O)CN2CCN(c3ccc(Cl)cn3)CC2)c1,100000.0
CHEMBL4473652,Cc1cccc(NC(=O)CN2CCN(c3cccc4ccccc34)CC2)c1,100000.0
CHEMBL4464861,Cc1cccc(NC(=O)CCN2CCC(c3ccccn3)CC2)c1,7627.0
CHEMBL4454068,Cc1cccc(NC(=O)CCN2CCN(c3ccccn3)CC2)c1,7067.0
CHEMBL4588808,Cc1cccc(NC(=O)CCN2CCN(c3ncccn3)CC2)c1,11847.0
CHEMBL4437912,CCc1cccc(NC(=O)CN2CCC(c3ccccn3)CC2)c1,67613.0
CHEMBL4442548,CCc1cccc(NC(=O)CN2CCN(c3ccccn3)CC2)c1,88447.0
CHEMBL4443848,CCc1cccc(NC(=O)CN2CCN(c3ccc(Cl)cn3)CC2)c1,70703.0
CHEMBL4451797,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCc3cccc(Cl)c3C2)CC1,71.0
CHEMBL42,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,140.0
CHEMBL4084262,COc1ccccc1N1CCC2(CCN(CCCSc3nnc(-c4ccccc4)n3C)CC2)CC1,1616.0
CHEMBL4083252,COc1ccccc1N1CCN(CCCSc2nnc(-c3ccccc3)n2C)CC1,328.3
CHEMBL54,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,0.16
CHEMBL1700053,COc1ccc(OCCN2CCN(C(=O)c3ccc(OC)cc3)CC2)cc1,15700.0
CHEMBL4449219,COc1ccc(C(=O)N2CCN(CCOc3ccccc3OC)CC2)cc1,9000.0
CHEMBL4552311,COc1ccc(C(=O)N2CCN(CCOc3cccc(OC)c3)CC2)cc1,6800.0
CHEMBL4436562,CCc1ccc(OCCN2CCN(C(=O)c3ccc(OC)cc3)CC2)cc1,50000.0
CHEMBL3262809,COc1ccc(C(=O)N2CCN(CCOc3ccc(Cl)cc3)CC2)cc1,10000.0
CHEMBL4519519,COc1ccc(C(=O)N2CCN(CCOc3ccc(OC(F)(F)F)cc3)CC2)cc1,50000.0
CHEMBL4444245,COc1ccc(C(=O)N2CCN(CCOc3cc(OC)cc(OC)c3)CC2)cc1,50000.0
CHEMBL3262808,COc1ccc(C(=O)N2CCN(CCOc3ccccc3)CC2)cc1,100000.0
CHEMBL4450129,COc1ccc(C(=O)N2CCN(CCOc3ccc4c(c3)OCO4)CC2)cc1,10000.0
CHEMBL4563661,COc1ccc(C(=O)N2CCN(CCOc3cccnc3)CC2)cc1,100000.0
CHEMBL4471690,COc1ccc(OCCN2CCN(C(=O)c3ccccc3)CC2)cc1,50000.0
CHEMBL4526308,COc1ccc(OCCN2CCN(C(=O)c3ccccc3OC)CC2)cc1,100000.0
CHEMBL4513935,COc1ccc(OCCN2CCN(C(=O)c3ccc(Cl)cc3)CC2)cc1,9000.0
CHEMBL4451542,CCc1ccc(C(=O)N2CCN(CCOc3ccc(OC)cc3)CC2)cc1,6000.0
CHEMBL4526466,COc1ccc(OCCN2CCN(C(=O)c3ccc(OC)cn3)CC2)cc1,100000.0
CHEMBL4472813,COc1ccc(OCCN2CCN(C(=O)c3ccc4[nH]ccc4c3)CC2)cc1,4600.0
CHEMBL4533633,COc1ccc(OCCN2CCN(C(=O)c3c[nH]c4ccccc34)CC2)cc1,2800.0
CHEMBL4476784,COc1ccc(OCCN2CCN(C(=O)c3cc4ccccc4[nH]3)CC2)cc1,10000.0
CHEMBL4548345,COc1ccc(OCCN2CCN(C(=O)c3cc4cccc(OC)c4[nH]3)CC2)cc1,10000.0
CHEMBL4589125,COc1ccc(OCCN2CCN(C(=O)c3cc4cc(OC)ccc4[nH]3)CC2)cc1,100000.0
CHEMBL4440776,COc1ccc(OCCN2CCN(C(=O)c3cc4c(OC)cccc4[nH]3)CC2)cc1,100000.0
CHEMBL4542423,COc1ccc(OCCN2CCN(C(=O)c3cc4cccc(C)c4[nH]3)CC2)cc1,100000.0
CHEMBL4514648,COc1ccc(OCCN2CCN(C(=O)c3cc4cc(C)ccc4[nH]3)CC2)cc1,100000.0
CHEMBL4460818,COc1ccc(OCCN2CCN(C(=O)c3cc4c(C)cccc4[nH]3)CC2)cc1,744.0
CHEMBL4587372,COc1ccc(OCCN2CCN(C(=O)c3cc4cccc(Cl)c4[nH]3)CC2)cc1,100000.0
CHEMBL4466748,COc1ccc(OCCN2CCN(C(=O)c3cc4ccc(Cl)cc4[nH]3)CC2)cc1,100000.0
CHEMBL4474192,COc1ccc(OCCN2CCN(C(=O)c3cc4c(Cl)cccc4[nH]3)CC2)cc1,100000.0
CHEMBL4530116,COc1ccc(OCCN2CCN(C(=O)c3cc4ccccc4n3C)CC2)cc1,9600.0
CHEMBL4562300,COc1ccc(OCCN2CCN(C(=O)c3[nH]c4ccccc4c3C)CC2)cc1,100000.0
CHEMBL4575347,COc1ccc(OCCN2CCN(C(=O)c3cc4ccncc4[nH]3)CC2)cc1,100000.0
CHEMBL4455487,COc1ccc(OCCN2CCN(C(=O)c3cc4cnccc4[nH]3)CC2)cc1,100000.0
CHEMBL4443579,COc1ccc(OCCN2CCN(C(=O)c3nc4ccccc4[nH]3)CC2)cc1,50000.0
CHEMBL4577889,COc1ccc(OCCN2CCN(C(=O)c3cc4ccccc4o3)CC2)cc1,7700.0
CHEMBL4472861,COc1ccc(OCCN2CCN(C(=O)c3cc4ccccc4s3)CC2)cc1,5100.0
CHEMBL4581806,COc1ccc(OCCN2CCN(C(=O)C3CCCCC3)CC2)cc1,50000.0
CHEMBL4559117,COc1ccc(OCCN2CCN(c3ccc(OC)cc3)CC2)cc1,50000.0
CHEMBL4564115,COc1ccc(OCC(C)N2CCN(C(=O)c3ccc(OC)cc3)CC2)cc1,100000.0
CHEMBL4585248,COc1ccc(OC(C)CN2CCN(C(=O)c3ccc(OC)cc3)CC2)cc1,18000.0
CHEMBL4438465,COc1ccc(OCCN2CCN(C(=O)c3ccc(OC)cc3)CC2C)cc1,100000.0
CHEMBL4461742,COc1ccc(OCCN2CCN(C(=O)c3ccc(OC)cc3)C(C)C2)cc1,100000.0
CHEMBL4459353,COc1ccc(OCCN(C)CCN(C)C(=O)c2ccc(OC)cc2)cc1,18000.0
CHEMBL4594046,COc1cccc(OCCN2CCN(C(=O)c3cc4cnccc4[nH]3)CC2)c1,7400.0
CHEMBL4472566,COc1cccc(OCCN2CCN(C(=O)c3cc4ccccc4[nH]3)CC2)c1,100000.0
CHEMBL4471623,COc1cccc(OCCN2CCN(C(=O)c3nc4ccccc4[nH]3)CC2)c1,2000.0
CHEMBL4514438,COc1ccc(C(=O)N2CCN(CCOc3cccnc3)CC2)c(C)c1,100000.0
CHEMBL4470996,O=C(c1cc2ccccc2s1)N1CCN(CCOc2cccnc2)CC1,2100.0
CHEMBL4525545,O=C(c1ccc[nH]1)N1CCN(CCOc2cccnc2)CC1,100000.0
CHEMBL4574338,O=C(c1cc2ccccc2[nH]1)N1CCN(CCOc2ccccc2)CC1,535.0
CHEMBL4578060,O=C(c1cc2ccccc2[nH]1)N1CCN(CCOc2ccc3c(c2)OCO3)CC1,50000.0
CHEMBL4446051,COc1ccc(SCCN2CCN(C(=O)c3cc4ccccc4[nH]3)CC2)cc1,100000.0
CHEMBL4446145,CSc1ccc(OCCN2CCN(C(=O)c3cc4ccccc4[nH]3)CC2)cc1,100000.0
CHEMBL4442016,CCOc1ccc(OCCN2CCN(C(=O)c3cc4ccccc4[nH]3)CC2)cc1,100000.0
CHEMBL4471346,O=C(c1cc2ccccc2[nH]1)N1CCN(CCOc2ccc(OC(F)(F)F)cc2)CC1,100000.0
CHEMBL4461237,Cc1ccc(OCCN2CCN(C(=O)c3cc4ccccc4[nH]3)CC2)cc1,100000.0
CHEMBL4435184,CCc1ccc(OCCN2CCN(C(=O)c3cc4ccccc4[nH]3)CC2)cc1,50000.0
CHEMBL4439612,CC(C)(C)c1ccc(OCCN2CCN(C(=O)c3cc4ccccc4[nH]3)CC2)cc1,100000.0
CHEMBL4456795,O=C(c1cc2ccccc2[nH]1)N1CCN(CCOc2ccc(F)cc2)CC1,9700.0
CHEMBL4574586,O=C(c1cc2ccccc2[nH]1)N1CCN(CCOc2ccc(Cl)cc2)CC1,50000.0
CHEMBL4581907,O=C(c1cc2ccccc2[nH]1)N1CCN(CCOc2ccc(Br)cc2)CC1,100000.0
CHEMBL4473158,COc1ccc(OCCN2CCN(C(=O)c3cc4ccccc4[nH]3)CC2)cc1OC,50000.0
CHEMBL4519087,Cc1ccc(OCCN2CCN(C(=O)c3cc4ccccc4[nH]3)CC2)cc1C,13000.0
CHEMBL4462053,Cc1cc(OCCN2CCN(C(=O)c3cc4ccccc4[nH]3)CC2)ccc1Cl,3800.0
CHEMBL4445988,COc1ccc(OCCN2CCN(C(=O)c3cc4ccccc4[nH]3)CC2)c(Cl)c1,10000.0
CHEMBL4522768,O=C(c1cc2ccccc2[nH]1)N1CCN(CCOc2ccccn2)CC1,100000.0
CHEMBL4585651,O=C(c1cc2ccccc2[nH]1)N1CCN(CCOc2ccncc2)CC1,100000.0
CHEMBL4471482,COc1ccc(N(C)CCN2CCN(C(=O)c3cc4ccccc4[nH]3)CC2)cc1,100000.0
CHEMBL4550539,O=C(c1cc2ccccc2[nH]1)N1CCN(CCOc2ccc3[nH]ccc3c2)CC1,440.0
CHEMBL4442293,COc1ccc(OCCCN2CCN(C(=O)c3cc4ccccc4[nH]3)CC2)cc1,691.0
CHEMBL4580359,COc1ccc(OCCCCN2CCN(C(=O)c3cc4ccccc4[nH]3)CC2)cc1,1200.0
CHEMBL26,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,42.0
CHEMBL1700053,COc1ccc(OCCN2CCN(C(=O)c3ccc(OC)cc3)CC2)cc1,100000.0
CHEMBL4638599,O=c1n(CCCCN2CCN(c3cccc4sccc34)CC2)nc2ccccn12,12.4
CHEMBL4647011,O=c1n(CCCCN2CCN(c3cccc4sccc34)CC2)nc2ccc(F)cn12,26.3
CHEMBL4644352,O=c1n(CCCCN2CCN(c3cccc4sccc34)CC2)nc2c(F)cccn12,30.2
CHEMBL4635414,O=c1n(CCCCN2CCN(c3cccc4sccc34)CC2)nc2c(F)cc(F)cn12,62.8
CHEMBL4633978,O=c1n(CCCCN2CCN(c3cccc4sccc34)CC2)nc2ccc(Cl)cn12,135.0
CHEMBL4636321,O=c1n(CCCCN2CCN(c3cccc4sccc34)CC2)nc2c(Cl)cccn12,94.7
CHEMBL4648027,O=c1n(CCCCN2CCN(c3cccc4sccc34)CC2)nc2c(Cl)cc(Cl)cn12,406.0
CHEMBL4640409,O=c1n(CCCCN2CCN(c3cccc4sccc34)CC2)nc2c(Br)cccn12,105.0
CHEMBL4634009,COc1cccc2nn(CCCCN3CCN(c4cccc5sccc45)CC3)c(=O)n12,12.4
CHEMBL4644500,COc1cccn2c(=O)n(CCCCN3CCN(c4cccc5sccc45)CC3)nc12,102.0
CHEMBL4644742,N#Cc1cccc2nn(CCCCN3CCN(c4cccc5sccc45)CC3)c(=O)n12,42.6
CHEMBL4644391,N#Cc1ccc2nn(CCCCN3CCN(c4cccc5sccc45)CC3)c(=O)n2c1,1.03
CHEMBL4648979,N#Cc1ccn2c(=O)n(CCCCN3CCN(c4cccc5sccc45)CC3)nc2c1,146.0
CHEMBL4638430,N#Cc1cccn2c(=O)n(CCCCN3CCN(c4cccc5sccc45)CC3)nc12,1.5
CHEMBL621,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,4485.0
CHEMBL4635890,O=c1n(CCCCN2CCN(c3cccc4scnc34)CC2)nc2ccccn12,117.0
CHEMBL4636764,O=c1n(CCCCN2CCC(c3cc(F)cc4oncc34)CC2)nc2ccccn12,40.5
CHEMBL4633397,O=c1n(CCCCN2CCN(c3cccc4scnc34)CC2)nc2c(F)cccn12,7.0
CHEMBL4649106,O=c1n(CCCCN2CCN(c3cccc4sc(F)cc34)CC2)nc2c(F)cccn12,11.1
CHEMBL4747208,N#Cc1ccc(S(=O)(=O)N(CCCN2CCC(c3noc4cc(F)ccc34)CC2)C2COC2)cc1,3.6
CHEMBL4746981,O=S(=O)(c1ccc(C(F)(F)F)cc1)N(CCCN1CCC(c2noc3cc(F)ccc23)CC1)C1COC1,2.3
CHEMBL4759817,O=S(=O)(c1ccc(Cl)cc1)N(CCCN1CCC(c2noc3cc(F)ccc23)CC1)C1COC1,2.0
CHEMBL4787495,O=S(=O)(c1ccc(F)cc1)N(CCCN1CCC(c2noc3cc(F)ccc23)CC1)C1COC1,3.0
CHEMBL4776840,O=S(=O)(c1ccccc1)N(CCCN1CCC(c2noc3cc(F)ccc23)CC1)C1COC1,1.9
CHEMBL4749144,O=C(c1ccccc1)N(CCCN1CCC(c2noc3cc(F)ccc23)CC1)C1COC1,156.0
CHEMBL4751911,O=C(c1ccccc1)N(CCCN1CCC(c2noc3cc(F)ccc23)CC1)CC1CC1,10.8
CHEMBL4794013,CC(C)N(CCCN1CCC(c2noc3cc(F)ccc23)CC1)C(=O)c1ccccc1,59.3
CHEMBL4761441,CCCN(CCCN1CCC(c2noc3cc(F)ccc23)CC1)C(=O)c1ccccc1,18.5
CHEMBL4754651,CCCN(CCCN1CCN(c2ccccn2)CC1)C(=O)c1ccccc1,6935.0
CHEMBL4778957,COc1ccccc1N1CCN(CCCN(C(=O)c2ccccc2)C2COC2)CC1,3765.0
CHEMBL4753512,COc1ccccc1N1CCN(CCCN(CC2CC2)C(=O)c2ccccc2)CC1,288.7
CHEMBL4787658,COc1ccccc1N1CCN(CCCN(C(=O)c2ccccc2)C(C)C)CC1,823.5
CHEMBL4746563,CCCN(CCCN1CCN(c2ccccc2OC)CC1)C(=O)c1ccccc1,466.9
CHEMBL4800286,O=C(c1ccccc1)N(CCCN1CCN(c2cccc(Cl)c2Cl)CC1)C1COC1,1878.0
CHEMBL4777207,O=C(c1ccccc1)N(CCCN1CCN(c2cccc(Cl)c2Cl)CC1)CC1CC1,459.2
CHEMBL4752859,CC(C)N(CCCN1CCN(c2cccc(Cl)c2Cl)CC1)C(=O)c1ccccc1,528.0
CHEMBL4745192,CCCN(CCCN1CCN(c2cccc(Cl)c2Cl)CC1)C(=O)c1ccccc1,484.7
CHEMBL4741908,O=C1COc2ccccc2N1CCCCN1CCN(c2cccc3sccc23)CC1,216.0
CHEMBL4763837,O=C1NCC(=O)N(CCCCN2CCN(c3cccc4sccc34)CC2)c2cc(F)ccc21,34.67
CHEMBL4749223,COc1ccc2ncc(=O)n(CCCCN3CCN(c4cccc5sccc45)CC3)c2c1,77.62
CHEMBL4777098,CN1CC(=O)N(CCCCN2CCN(c3cccc4sccc34)CC2)c2ccccc2C1=O,123.03
CHEMBL4777475,O=c1[nH]c(=O)n(CCCCN2CCN(c3cccc4sccc34)CC2)c2ccccc12,28.84
CHEMBL4759331,O=S1(=O)CCc2ccc(O)cc2N1CCCCN1CCN(c2cccc3sccc23)CC1,19.95
CHEMBL4751542,Nc1ccc2c(c1)N(CCCCN1CCN(c3cccc4sccc34)CC1)S(=O)(=O)CC2,67.61
CHEMBL4764679,CN1CCc2ccc(OCCCN3CCC(c4noc5cc(F)ccc45)CC3)cc2C1=O,6.3
CHEMBL1814790,CN1CCc2cc(Cl)c(O)cc2[C@@H](c2ccccc2)C1.O=C(O)/C=C\C(=O)O,25.8
CHEMBL3306803,CN1CCN2c3c(cccc31)[C@@H]1CN(CCCC(=O)c3ccc(F)cc3)CC[C@@H]12,4.1
CHEMBL3306803,CN1CCN2c3c(cccc31)[C@@H]1CN(CCCC(=O)c3ccc(F)cc3)CC[C@@H]12,3.2
CHEMBL4867978,Fc1ccc2c(C3CCN(CCCOc4ccc(CCN5CCOCC5)cc4)CC3)noc2c1,11.3
CHEMBL3091687,NCCCCN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc21,5700.0
CHEMBL5070958,NCCCCN(C[C@H]1Cc2ncccc2CN1)[C@H]1CCCc2cccnc21,9400.0
CHEMBL5076569,NCCCCN(C[C@H]1Cc2cccnc2CN1)[C@H]1CCCc2cccnc21,10000.0
CHEMBL5093818,CN(CCCCN(C[C@H]1Cc2ncccc2CN1)[C@H]1CCCc2cccnc21)C1CCC(F)(F)CC1,30000.0
CHEMBL5085511,c1cnc2c(c1)CN[C@@H](CN(CCCCNC1CCOCC1)[C@H]1CCCc3cccnc31)C2,30000.0
CHEMBL5077132,CN(CCCCN(C[C@H]1Cc2ncccc2CN1)[C@H]1CCCc2cccnc21)C1CCOCC1,30000.0
CHEMBL5083458,c1cnc2c(c1)CN[C@@H](CN(CCCCNC1COC1)[C@H]1CCCc3cccnc31)C2,30000.0
CHEMBL5081505,c1cnc2c(c1)CN[C@@H](CN(CCCC1CCNCC1)[C@H]1CCCc3cccnc31)C2,9800.0
CHEMBL5082142,c1cnc2c(c1)CN[C@@H](CN(CCCCN1CCOCC1)[C@H]1CCCc3cccnc31)C2,30000.0
CHEMBL518924,NCCCCN(Cc1nc2ccccc2[nH]1)[C@H]1CCCc2cccnc21,4100.0
CHEMBL5092058,Cc1cn([C@H](C)CC#N)c(=O)c2cc(Cn3nc(C(F)F)cc3Cl)nn12,10000.0
CHEMBL5177023,Cc1c(C#Cc2ccc(CN3CCC(CO)CC3)cc2)cc(C(F)F)c2cn(C(C(=O)Nc3nccs3)c3ncn4c3CCC43CC3)nc12,1000.0
CHEMBL5095235,CC(=O)N1CCN([C@H]2CCC[C@@H](NC(=O)c3cc4c(F)ccc(C)c4[nH]3)C2)CC1,13000.0
CHEMBL4650337,CNC[C@@H]1OCCc2ccsc21,24000.0
CHEMBL5278239,CN(CC(=O)NCc1ccccc1)C(=O)CCCN1CCN(c2cccc(Cl)c2Cl)CC1,4.571
CHEMBL5268231,CN(CC(=O)NC1CCCCC1)C(=O)CCCN1CCN(c2cccc(Cl)c2Cl)CC1,2.884
CHEMBL5274482,CN(CC(=O)NC(C)(C)C)C(=O)CCCN1CCN(c2cccc(Cl)c2Cl)CC1,1548.82
CHEMBL5281830,Cn1c(CCCN2CCN(c3cccc(Cl)c3Cl)CC2)nc(-c2ccccc2)c1C(=O)NCc1ccccc1,5.012
CHEMBL5281787,Cn1c(CCCN2CCN(c3cccc(Cl)c3Cl)CC2)nc(-c2ccccc2)c1C(=O)NC1CCCCC1,1737.8
CHEMBL5274672,Cn1c(CCCN2CCN(c3cccc(Cl)c3Cl)CC2)nc(-c2ccccc2)c1C(=O)NC(C)(C)C,162.18
CHEMBL5288557,O=C(Cn1c(CCCN2CCN(c3cccc(Cl)c3Cl)CC2)nc2ccccc21)NCc1ccccc1,13489.63
CHEMBL5280979,O=C(Cn1c(CCCN2CCN(c3cccc(Cl)c3Cl)CC2)nc2ccccc21)NC1CCCCC1,9120.11
CHEMBL5273880,CC(C)(C)NC(=O)Cn1c(CCCN2CCN(c3cccc(Cl)c3Cl)CC2)nc2ccccc21,371.54
CHEMBL5278601,O=C(Cn1c(CCCN2CCN(c3cccc(Cl)c3Cl)CC2)nc2cc(Br)c(Br)cc21)NCc1ccccc1,2.188
CHEMBL5275349,O=C(Cn1c(CCCN2CCN(c3cccc(Cl)c3Cl)CC2)nc2cc(Br)c(Br)cc21)NC1CCCCC1,3801.89
CHEMBL5282604,CC(C)(C)NC(=O)Cn1c(CCCN2CCN(c3cccc(Cl)c3Cl)CC2)nc2cc(Br)c(Br)cc21,446.68
CHEMBL5266395,O=C(CCCN1CCN(c2cccc(Cl)c2Cl)CC1)N1C=CN(Cc2ccccc2)C(=O)C1,1380.38
CHEMBL5280677,O=C(CCCN1CCN(c2cccc(Cl)c2Cl)CC1)N1C=CN(C2CCCCC2)C(=O)C1,109.65
CHEMBL5290330,CC(C)(C)N1C=CN(C(=O)CCCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1=O,1737.8
CHEMBL5273430,CN1CCN(C(=O)CCCN2CCN(c3cccc(Cl)c3Cl)CC2)C(C(=O)NCc2ccccc2)C1,1.096
CHEMBL5270832,CN1CCN(C(=O)CCCN2CCN(c3cccc(Cl)c3Cl)CC2)C(C(=O)NC2CCCCC2)C1,1.66
CHEMBL5278254,CN1CCN(C(=O)CCCN2CCN(c3cccc(Cl)c3Cl)CC2)C(C(=O)NC(C)(C)C)C1,1479.11
CHEMBL5283891,O=C1NCCN(C(=O)CCCN2CCN(c3cccc(Cl)c3Cl)CC2)C1C(=O)NCc1ccccc1,1.148
CHEMBL5269858,O=C1NCCN(C(=O)CCCN2CCN(c3cccc(Cl)c3Cl)CC2)C1C(=O)NC1CCCCC1,3311.31
CHEMBL5266508,CC(C)(C)NC(=O)C1C(=O)NCCN1C(=O)CCCN1CCN(c2cccc(Cl)c2Cl)CC1,3.802
CHEMBL240773,CCCN1CCC[C@@H]2Cc3[nH]ncc3C[C@H]21,2.63
CHEMBL1112,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,38.02
CHEMBL1112,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,1.0
CHEMBL4635134,CNC(=O)c1cc(C(=O)NC2CC2)cn(Cc2ccccc2)c1=O,100000.0
CHEMBL4639128,COCc1nc2cnc3cc(-c4c(C)noc4C)c(OC[C@H]4CCNC4)cc3c2n1[C@H](C)c1ccccc1,3162.28
CHEMBL5078078,CC(C)(O)c1ccc(N2Cc3c(ccnc3-c3ccc(F)cc3OCC(F)(F)F)C2=O)cc1,10000.0
CHEMBL2037521,c1cnc(N2CCN(CCCCc3nc4ccccc4s3)CC2)nc1,353.0
CHEMBL5436702,c1ccc(N2CCN(CCCCc3nc4ccccc4s3)CC2)nc1,100000.0
CHEMBL5425920,Cc1ccc(N2CCN(CCCCc3nc4ccccc4s3)CC2)nc1,2010.0
CHEMBL3289656,c1cnc(N2CCN(CCCc3nc4ccccc4s3)CC2)nc1,100000.0
CHEMBL5400876,c1ccc(N2CCN(CCCc3nc4ccccc4s3)CC2)nc1,6690.0
CHEMBL5437265,Cc1ccnc(N2CCN(CCCc3nc4ccccc4s3)CC2)c1,628.0
CHEMBL5403504,COc1cccnc1N1CCN(CCCc2nc3ccccc3s2)CC1,185.0
CHEMBL5403610,Cc1ccc2nc(CCCN3CCN(c4ccccn4)CC3)sc2c1,3660.0
CHEMBL5400983,Clc1ccc2sc(CCCN3CCN(c4ccccn4)CC3)nc2c1,11600.0
CHEMBL5422150,Clc1cccc2sc(CCCN3CCN(c4ccccn4)CC3)nc12,3040.0
CHEMBL5394387,Cc1cccnc1C1CCN(CCCc2nc3ccccc3s2)CC1,4530.0
CHEMBL5434856,COc1ccc(C2CCN(CCCc3nc4ccccc4s3)CC2)nc1,2340.0
CHEMBL5399689,Cc1ccc2nc(CCCN3CCC(c4ccccn4)CC3)sc2c1,719.0
CHEMBL5406300,COc1cccc2nc(CCCN3CCC(c4ccccn4)CC3)sc12,1840.0
CHEMBL5399720,COc1ccc2nc(CCCN3CCC(c4ccccn4)CC3)sc2c1,2600.0
CHEMBL267930,O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1,0.59
CHEMBL2037521,c1cnc(N2CCN(CCCCc3nc4ccccc4s3)CC2)nc1,242.0
CHEMBL5436702,c1ccc(N2CCN(CCCCc3nc4ccccc4s3)CC2)nc1,849.0
CHEMBL5425920,Cc1ccc(N2CCN(CCCCc3nc4ccccc4s3)CC2)nc1,1560.0
CHEMBL5426481,Clc1ccc(N2CCN(CCCCc3nc4ccccc4s3)CC2)nc1,23000.0
CHEMBL3289656,c1cnc(N2CCN(CCCc3nc4ccccc4s3)CC2)nc1,10200.0
CHEMBL5400876,c1ccc(N2CCN(CCCc3nc4ccccc4s3)CC2)nc1,10000.0
CHEMBL5437265,Cc1ccnc(N2CCN(CCCc3nc4ccccc4s3)CC2)c1,6430.0
CHEMBL5403504,COc1cccnc1N1CCN(CCCc2nc3ccccc3s2)CC1,414.0
CHEMBL5403610,Cc1ccc2nc(CCCN3CCN(c4ccccn4)CC3)sc2c1,15600.0
CHEMBL5403986,Clc1ccc2nc(CCCN3CCN(c4ccccn4)CC3)sc2c1,24200.0
CHEMBL5394387,Cc1cccnc1C1CCN(CCCc2nc3ccccc3s2)CC1,9920.0
CHEMBL5434856,COc1ccc(C2CCN(CCCc3nc4ccccc4s3)CC2)nc1,14300.0
CHEMBL5399689,Cc1ccc2nc(CCCN3CCC(c4ccccn4)CC3)sc2c1,2780.0
CHEMBL5406300,COc1cccc2nc(CCCN3CCC(c4ccccn4)CC3)sc12,2260.0
CHEMBL5399720,COc1ccc2nc(CCCN3CCC(c4ccccn4)CC3)sc2c1,4460.0
CHEMBL267930,O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1,1.2
CHEMBL2414990,COc1cc2c3c(c1OC)-c1ccccc1CC3N(C)CC2,14830.0
CHEMBL4061197,COc1c(O)cc2c3c1-c1ccccc1CC3N(C)CC2,1140.0
CHEMBL4069337,COc1c(O)cc2c3c1-c1ccccc1CC3NCC2,5730.0
CHEMBL469423,COc1c(O)cc2c3c1-c1ccccc1C[C@H]3NCC2,5730.0
CHEMBL601020,COc1cccc2c1C[C@@H]1c3c(cc4c(c3-2)OCO4)CCN1C,850.0
CHEMBL483825,CN1CCc2cc3c(c4c2[C@H]1Cc1ccccc1-4)OCO3,18800.0
CHEMBL5417155,COc1ccc(OC)c2c1C[C@@H]1c3c(cc4c(c3-2)OCO4)CCN1C,18310.0
CHEMBL5409644,COc1cc2c3c(c1OC)-c1cc(O)ccc1C[C@H]3NCC2,5200.0
CHEMBL5410211,CNc1cc[n+](CCNC(=O)c2ccn3c(-c4c(C)noc4C)cnc3c2)cc1.[Cl-],1400.0
CHEMBL5465167,Cc1noc(C)c1-c1cnc2cc(C(=O)NCCC[n+]3ccc(N(C)C)cc3)ccn12.O=C[O-],20000.0
CHEMBL2017291,COc1cc2c(cc1-c1c(C)noc1C)ncc1[nH]c(=O)n([C@H](C)c3ccccn3)c12,100000.0
CHEMBL3643413,CCC(=O)N1CC[C@H](Nc2ncnc3c2CN(c2cnc(OC)c(C(F)(F)F)c2)CC3)C1,30000.0
CHEMBL3903492,Cc1n[nH]c2ncc(C(=O)N3CCC[C@H]3c3ccc(Cl)cc3)cc12,8500.0
CHEMBL235212,COc1ccc(C[C@H]2c3cc(O)c(OC)cc3CCN2C)cc1O,470.0
